,movieId,title,genres
7236,7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7241,7366,Jersey Girl (2004),Comedy|Drama|Romance
7299,7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7330,7482,Enter the Dragon (1973),Action|Crime
7589,8010,"Power of One, The (1992)",Drama
7604,8039,Support Your Local Sheriff! (1969),Comedy|Western
7653,8154,"Dolce Vita, La (1960)",Drama
7654,8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),Animation|Fantasy|Thriller
7692,8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),Action|Adventure|Animation|Comedy|Crime|Mystery
7720,8327,Dolls (2002),Drama|Romance
7742,8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
7872,8582,Manufacturing Consent: Noam Chomsky and the Media (1992),Documentary|War
7894,8607,Tokyo Godfathers (2003),Adventure|Animation|Drama
7923,8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
7952,8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8159,8874,Shaun of the Dead (2004),Comedy|Horror
8246,8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy
8255,8970,Finding Neverland (2004),Drama
8921,26662,Kiki's Delivery Service (Majo no takkyûbin) (1989),Adventure|Animation|Children|Drama|Fantasy
8988,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),Adventure|Animation|Comedy|Fantasy|Romance
9037,26903,Whisper of the Heart (Mimi wo sumaseba) (1995),Animation|Drama|Romance
9108,27156,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
9311,27728,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004),Action|Animation|Drama|Sci-Fi|Thriller
9336,27773,Old Boy (2003),Mystery|Thriller
9373,27831,Layer Cake (2004),Crime|Drama|Thriller
9430,30749,Hotel Rwanda (2004),Drama|War
9455,30867,Kamikaze Girls (Shimotsuma monogatari) (2004),Comedy
9593,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
9780,32591,Look at Me (Comme une image) (2004),Comedy|Drama|Romance
9796,32657,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",Animation|Drama
9918,33270,"Taste of Tea, The (Cha no aji) (2004)",Comedy|Drama
9981,33660,Cinderella Man (2005),Drama|Romance
10002,33794,Batman Begins (2005),Action|Crime|IMAX
10069,34148,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",Drama
10113,34405,Serenity (2005),Action|Adventure|Sci-Fi
10408,40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
10416,40870,C.R.A.Z.Y. (2005),Drama
10720,44665,Lucky Number Slevin (2006),Crime|Drama|Mystery
10896,46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
10909,46723,Babel (2006),Drama|Thriller
11124,48516,"Departed, The (2006)",Crime|Drama|Thriller
11162,48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
11163,48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
11207,49272,Casino Royale (2006),Action|Adventure|Thriller
11407,51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
11547,52604,Fracture (2007),Crime|Drama|Mystery|Thriller
11580,52885,Paprika (Papurika) (2006),Animation|Mystery|Sci-Fi
11738,54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
11848,55247,Into the Wild (2007),Action|Adventure|Drama
11932,55820,No Country for Old Men (2007),Crime|Drama
11944,55908,"Man from Earth, The (2007)",Drama|Sci-Fi
12027,56782,There Will Be Blood (2007),Drama|Western
12221,58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX
12377,59784,Kung Fu Panda (2008),Action|Animation|Children|Comedy|IMAX
12429,60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
12536,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
12751,62999,Madagascar: Escape 2 Africa (2008),Action|Adventure|Animation|Children|Comedy|IMAX
12876,64614,Gran Torino (2008),Crime|Drama
12908,64993,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),Animation|Drama|Romance
12939,65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy
12988,65682,Underworld: Rise of the Lycans (2009),Action|Fantasy|Horror|Thriller
13074,66371,Departures (Okuribito) (2008),Drama
13133,66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
13266,68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
13340,68848,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
13362,68954,Up (2009),Adventure|Animation|Children|Drama
13382,69122,"Hangover, The (2009)",Comedy|Crime
13575,70286,District 9 (2009),Mystery|Sci-Fi|Thriller
13614,70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi
13713,71057,9 (2009),Adventure|Animation|Sci-Fi
14102,72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
14162,73321,"Book of Eli, The (2010)",Action|Adventure|Drama
14168,73344,"Prophet, A (Un Prophète) (2009)",Crime|Drama
14336,74458,Shutter Island (2010),Drama|Mystery|Thriller
14508,76251,Kick-Ass (2010),Action|Comedy
14628,77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX
14929,79091,Despicable Me (2010),Animation|Children|Comedy|Crime
14937,79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
15056,79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
15479,81591,Black Swan (2010),Drama|Thriller
15539,81845,"King's Speech, The (2010)",Drama
15953,84187,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),Action|Animation|Drama|Sci-Fi
16312,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
16380,86644,"Fast Five (Fast and the Furious 5, The) (2011)",Action|Crime|Drama|Thriller|IMAX
16527,87232,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
16575,87430,Green Lantern (2011),Action|Adventure|Sci-Fi
16720,88129,Drive (2011),Crime|Drama|Film-Noir|Thriller
16725,88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War
16852,88744,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller
17470,91542,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
17662,92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",Adventure|Animation|Drama|Mystery|Sci-Fi
17674,92259,Intouchables (2011),Comedy|Drama
18125,94777,Men in Black III (M.III.B.) (M.I.B.³) (2012),Action|Comedy|Sci-Fi|IMAX
18163,94959,Moonrise Kingdom (2012),Comedy|Drama|Romance
18167,94978,I Wish (Kiseki) (2011),Children|Drama
18337,96079,Skyfall (2012),Action|Adventure|Thriller|IMAX
18751,97921,Silver Linings Playbook (2012),Comedy|Drama
18896,98491,Paperman (2012),Animation|Comedy|Romance
18922,98607,Redline (2009),Action|Animation|Sci-Fi
18952,98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX
19020,99112,Jack Reacher (2012),Action|Crime|Thriller
19021,99114,Django Unchained (2012),Action|Drama|Western
19678,102125,Iron Man 3 (2013),Action|Sci-Fi|Thriller|IMAX
19807,102903,Now You See Me (2013),Crime|Mystery|Thriller
19885,103228,Pacific Rim (2013),Action|Adventure|Sci-Fi|IMAX
20129,104283,"Wind Rises, The (Kaze tachinu) (2013)",Animation|Drama|Romance
20651,106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
20779,107406,Snowpiercer (2013),Action|Drama|Sci-Fi
21163,109364,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",Animation|Children|Fantasy
21167,109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama
21199,109487,Interstellar (2014),Sci-Fi|IMAX
21691,111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
21789,112290,Boyhood (2014),Drama
21857,112552,Whiplash (2014),Drama
21859,112556,Gone Girl (2014),Drama|Thriller
21927,112807,Gunbuster (Top wo Narae) (1988),Action|Animation|Drama|Sci-Fi
21936,112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi
22354,114554,"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",Animation|Drama|Fantasy
22566,115569,Nightcrawler (2014),Crime|Drama|Thriller
22595,115713,Ex Machina (2015),Drama|Sci-Fi|Thriller
23011,116797,The Imitation Game (2014),Drama|Thriller|War
23251,117533,Citizenfour (2014),Documentary
25053,122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller
25055,122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX
25063,122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi
25071,122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller
26479,126134,Cutie Honey (2004),Action
29538,134130,The Martian (2015),Adventure|Drama|Sci-Fi
29850,134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy
30088,135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),Action|Animation|Crime|Sci-Fi
30506,136449,Ghost in the Shell 2.0 (2008),Action|Animation|Sci-Fi
31752,139385,The Revenant (2015),Adventure|Drama
31866,139644,Sicario (2015),Crime|Drama|Mystery
32655,141432,Sweet Red Bean Paste (2015),Drama
34963,146656,Creed (2015),Drama
40597,159817,Planet Earth (2006),Documentary
42586,164179,Arrival (2016),Sci-Fi
45741,171011,Planet Earth II (2016),Documentary
46104,171763,Baby Driver (2017),Action|Crime|Thriller
47219,174055,Dunkirk (2017),Action|Drama|Thriller|War
56890,195159,Spider-Man: Into the Spider-Verse (2018),Action|Adventure|Animation|Sci-Fi
59419,200818,John Wick: Chapter 3 – Parabellum (2019),Action|Crime|Thriller
